CID,BDATE,GEN
CUST15621,1992-10-07,M
CUST15622,1992-10-08,M
CUST15623,1992-10-09,M
CUST15624,1992-10-10,M
CUST15625,1992-10-11,M
CUST15626,1992-10-12,M
CUST15627,1992-10-13,F
CUST15628,1992-10-14,F
CUST15629,1992-10-15,
CUST15630,1992-10-16,F
CUST15631,1992-10-17,M
CUST15632,1992-10-18,F
CUST15633,1992-10-19,
CUST15634,1992-10-20,F
CUST15635,1992-10-21,F
CUST15636,1992-10-22,F
CUST15637,1992-10-23,M
CUST15638,1992-10-24,F
CUST15639,1992-10-25,F
CUST15640,1992-10-26,F
CUST15641,1992-10-27,M
CUST15642,1992-10-28,F
CUST15643,1992-10-29,
CUST15644,1992-10-30,F
CUST15645,1992-10-31,M
CUST15646,1992-11-01,M
CUST15647,1992-11-02,M
CUST15648,1992-11-03,F
CUST15649,1992-11-04,M
CUST15650,1992-11-05,M
CUST15651,1992-11-06,M
CUST15652,1992-11-07,F
CUST15653,1992-11-08,M
CUST15654,1992-11-09,F
CUST15655,1992-11-10,M
CUST15656,1992-11-11,M
CUST15657,1992-11-12,F
CUST15658,1992-11-13,F
CUST15659,1992-11-14,M
CUST15660,1992-11-15,
CUST15661,1992-11-16,M
CUST15662,1992-11-17,F
CUST15663,1992-11-18,M
CUST15664,1992-11-19,F
CUST15665,1992-11-20,M
CUST15666,1992-11-21,M
CUST15667,1992-11-22,F
CUST15668,1992-11-23,M
CUST15669,1992-11-24,F
CUST15670,1992-11-25,M
CUST15671,1992-11-26,F
CUST15672,1992-11-27,F
CUST15673,1992-11-28,M
CUST15674,1992-11-29,F
CUST15675,1992-11-30,M
CUST15676,1992-12-01,M
CUST15677,1992-12-02,M
CUST15678,1992-12-03,F
CUST15679,1992-12-04,F
CUST15680,1992-12-05,F
CUST15681,1992-12-06,M
CUST15682,1992-12-07,F
CUST15683,1992-12-08,M
CUST15684,1992-12-09,F
CUST15685,1992-12-10,F
CUST15686,1992-12-11,M
CUST15687,1992-12-12,M
CUST15688,1992-12-13,F
CUST15689,1992-12-14,M
CUST15690,1992-12-15,M
CUST15691,1992-12-16,F
CUST15692,1992-12-17,M
CUST15693,1992-12-18,F
CUST15694,1992-12-19,F
CUST15695,1992-12-20,F
CUST15696,1992-12-21,F
CUST15697,1992-12-22,M
CUST15698,1992-12-23,F
CUST15699,1992-12-24,
CUST15700,1992-12-25,F
CUST15701,1992-12-26,F
CUST15702,1992-12-27,F
CUST15703,1992-12-28,M
CUST15704,1992-12-29,F
CUST15705,1992-12-30,F
CUST15706,1992-12-31,F
CUST15707,1993-01-01,F
CUST15708,1993-01-02,F
CUST15709,1993-01-03,M
CUST15710,1993-01-04,F
CUST15711,1993-01-05,M
CUST15712,1993-01-06,F
CUST15713,1993-01-07,M
CUST15714,1993-01-08,F
CUST15715,1993-01-09,
CUST15716,1993-01-10,M
CUST15717,1993-01-11,F
CUST15718,1993-01-12,F
CUST15719,1993-01-13,F
CUST15720,1993-01-14,F
CUST15721,1993-01-15,
CUST15722,1993-01-16,M
CUST15723,1993-01-17,M
CUST15724,1993-01-18,F
CUST15725,1993-01-19,
CUST15726,1993-01-20,M
CUST15727,1993-01-21,M
CUST15728,1993-01-22,M
CUST15729,1993-01-23,F
CUST15730,1993-01-24,F
CUST15731,1993-01-25,M
CUST15732,1993-01-26,
CUST15733,1993-01-27,F
CUST15734,1993-01-28,
CUST15735,1993-01-29,F
CUST15736,1993-01-30,M
CUST15737,1993-01-31,M
CUST15738,1993-02-01,
CUST15739,1993-02-02,F
CUST15740,1993-02-03,F
CUST15741,1993-02-04,F
CUST15742,1993-02-05,M
CUST15743,1993-02-06,
CUST15744,1993-02-07,M
CUST15745,1993-02-08,M
CUST15746,1993-02-09,F
CUST15747,1993-02-10,M
CUST15748,1993-02-11,F
CUST15749,1993-02-12,F
CUST15750,1993-02-13,M
CUST15751,1993-02-14,M
CUST15752,1993-02-15,F
CUST15753,1993-02-16,M
CUST15754,1993-02-17,M
CUST15755,1993-02-18,F
CUST15756,1993-02-19,F
CUST15757,1993-02-20,M
CUST15758,1993-02-21,M
CUST15759,1993-02-22,F
CUST15760,1993-02-23,F
CUST15761,1993-02-24,M
CUST15762,1993-02-25,M
CUST15763,1993-02-26,F
CUST15764,1993-02-27,M
CUST15765,1993-02-28,
CUST15766,1993-03-01,F
CUST15767,1993-03-02,M
CUST15768,1993-03-03,
CUST15769,1993-03-04,M
CUST15770,1993-03-05,F
CUST15771,1993-03-06,
CUST15772,1993-03-07,F
CUST15773,1993-03-08,F
CUST15774,1993-03-09,M
CUST15775,1993-03-10,
CUST15776,1993-03-11,M
CUST15777,1993-03-12,F
CUST15778,1993-03-13,
CUST15779,1993-03-14,
CUST15780,1993-03-15,F
CUST15781,1993-03-16,M
CUST15782,1993-03-17,F
CUST15783,1993-03-18,
CUST15784,1993-03-19,
CUST15785,1993-03-20,M
CUST15786,1993-03-21,F
CUST15787,1993-03-22,M
CUST15788,1993-03-23,M
CUST15789,1993-03-24,F
CUST15790,1993-03-25,M
CUST15791,1993-03-26,M
CUST15792,1993-03-27,M
CUST15793,1993-03-28,M
CUST15794,1993-03-29,F
CUST15795,1993-03-30,M
CUST15796,1993-03-31,F
CUST15797,1993-04-01,F
CUST15798,1993-04-02,F
CUST15799,1993-04-03,F
CUST15800,1993-04-04,F
CUST15801,1993-04-05,F
CUST15802,1993-04-06,
CUST15803,1993-04-07,F
CUST15804,1993-04-08,M
CUST15805,1993-04-09,F
CUST15806,1993-04-10,F
CUST15807,1993-04-11,M
CUST15808,1993-04-12,F
CUST15809,1993-04-13,M
CUST15810,1993-04-14,F
CUST15811,1993-04-15,F
CUST15812,1993-04-16,F
CUST15813,1993-04-17,F
CUST15814,1993-04-18,M
CUST15815,1993-04-19,F
CUST15816,1993-04-20,M
CUST15817,1993-04-21,M
CUST15818,1993-04-22,F
CUST15819,1993-04-23,F
CUST15820,1993-04-24,
CUST15821,1993-04-25,M
CUST15822,1993-04-26,M
CUST15823,1993-04-27,M
CUST15824,1993-04-28,
CUST15825,1993-04-29,F
CUST15826,1993-04-30,F
CUST15827,1993-05-01,M
CUST15828,1993-05-02,M
CUST15829,1993-05-03,M
CUST15830,1993-05-04,F
CUST15831,1993-05-05,F
CUST15832,1993-05-06,M
CUST15833,1993-05-07,M
CUST15834,1993-05-08,M
CUST15835,1993-05-09,M
CUST15836,1993-05-10,M
CUST15837,1993-05-11,M
CUST15838,1993-05-12,M
CUST15839,1993-05-13,F
CUST15840,1993-05-14,F
CUST15841,1993-05-15,F
CUST15842,1993-05-16,F
CUST15843,1993-05-17,M
CUST15844,1993-05-18,F
CUST15845,1993-05-19,F
CUST15846,1993-05-20,F
CUST15847,1993-05-21,F
CUST15848,1993-05-22,M
CUST15849,1993-05-23,F
CUST15850,1993-05-24,M
CUST15851,1993-05-25,M
CUST15852,1993-05-26,
CUST15853,1993-05-27,M
CUST15854,1993-05-28,M
CUST15855,1993-05-29,M
CUST15856,1993-05-30,F
CUST15857,1993-05-31,M
CUST15858,1993-06-01,M
CUST15859,1993-06-02,M
CUST15860,1993-06-03,M
CUST15861,1993-06-04,F
CUST15862,1993-06-05,M
CUST15863,1993-06-06,F
CUST15864,1993-06-07,M
CUST15865,1993-06-08,
CUST15866,1993-06-09,M
CUST15867,1993-06-10,F
CUST15868,1993-06-11,M
CUST15869,1993-06-12,F
CUST15870,1993-06-13,F
CUST15871,1993-06-14,M
CUST15872,1993-06-15,F
CUST15873,1993-06-16,M
CUST15874,1993-06-17,M
CUST15875,1993-06-18,M
CUST15876,1993-06-19,F
CUST15877,1993-06-20,F
CUST15878,1993-06-21,M
CUST15879,1993-06-22,
CUST15880,1993-06-23,F
CUST15881,1993-06-24,F
CUST15882,1993-06-25,F
CUST15883,1993-06-26,
CUST15884,1993-06-27,M
CUST15885,1993-06-28,M
CUST15886,1993-06-29,M
CUST15887,1993-06-30,F
CUST15888,1993-07-01,M
CUST15889,1993-07-02,F
CUST15890,1993-07-03,M
CUST15891,1993-07-04,F
CUST15892,1993-07-05,F
CUST15893,1993-07-06,F
CUST15894,1993-07-07,F
CUST15895,1993-07-08,F
CUST15896,1993-07-09,M
CUST15897,1993-07-10,M
CUST15898,1993-07-11,M
CUST15899,1993-07-12,M
CUST15900,1993-07-13,F
CUST15901,1993-07-14,F
CUST15902,1993-07-15,M
CUST15903,1993-07-16,F
CUST15904,1993-07-17,F
CUST15905,1993-07-18,M
CUST15906,1993-07-19,M
CUST15907,1993-07-20,F
CUST15908,1993-07-21,F
CUST15909,1993-07-22,F
CUST15910,1993-07-23,M
CUST15911,1993-07-24,M
CUST15912,1993-07-25,M
CUST15913,1993-07-26,M
CUST15914,1993-07-27,F
CUST15915,1993-07-28,
CUST15916,1993-07-29,F
CUST15917,1993-07-30,M
CUST15918,1993-07-31,M
CUST15919,1993-08-01,F
CUST15920,1993-08-02,F
CUST15921,1993-08-03,F
CUST15922,1993-08-04,M
CUST15923,1993-08-05,M
CUST15924,1993-08-06,F
CUST15925,1993-08-07,F
CUST15926,1993-08-08,M
CUST15927,1993-08-09,M
CUST15928,1993-08-10,M
CUST15929,1993-08-11,M
CUST15930,1993-08-12,M
CUST15931,1993-08-13,
CUST15932,1993-08-14,
CUST15933,1993-08-15,F
CUST15934,1993-08-16,F
CUST15935,1993-08-17,F
CUST15936,1993-08-18,M
CUST15937,1993-08-19,
CUST15938,1993-08-20,M
CUST15939,1993-08-21,M
CUST15940,1993-08-22,F
CUST15941,1993-08-23,M
CUST15942,1993-08-24,M
CUST15943,1993-08-25,M
CUST15944,1993-08-26,M
CUST15945,1993-08-27,M
CUST15946,1993-08-28,M
CUST15947,1993-08-29,F
CUST15948,1993-08-30,M
CUST15949,1993-08-31,M
CUST15950,1993-09-01,M
CUST15951,1993-09-02,M
CUST15952,1993-09-03,F
CUST15953,1993-09-04,M
CUST15954,1993-09-05,F
CUST15955,1993-09-06,F
CUST15956,1993-09-07,F
CUST15957,1993-09-08,M
CUST15958,1993-09-09,
CUST15959,1993-09-10,F
CUST15960,1993-09-11,M
CUST15961,1993-09-12,
CUST15962,1993-09-13,F
CUST15963,1993-09-14,M
CUST15964,1993-09-15,M
CUST15965,1993-09-16,F
CUST15966,1993-09-17,M
CUST15967,1993-09-18,M
CUST15968,1993-09-19,F
CUST15969,1993-09-20,M
CUST15970,1993-09-21,M
CUST15971,1993-09-22,
CUST15972,1993-09-23,M
CUST15973,1993-09-24,F
CUST15974,1993-09-25,M
CUST15975,1993-09-26,M
CUST15976,1993-09-27,F
CUST15977,1993-09-28,M
CUST15978,1993-09-29,
CUST15979,1993-09-30,M
CUST15980,1993-10-01,F
CUST15981,1993-10-02,F
CUST15982,1993-10-03,F
CUST15983,1993-10-04,F
CUST15984,1993-10-05,F
CUST15985,1993-10-06,M
CUST15986,1993-10-07,M
CUST15987,1993-10-08,M
CUST15988,1993-10-09,M
CUST15989,1993-10-10,M
CUST15990,1993-10-11,F
CUST15991,1993-10-12,M
CUST15992,1993-10-13,F
CUST15993,1993-10-14,F
CUST15994,1993-10-15,M
CUST15995,1993-10-16,M
CUST15996,1993-10-17,F
CUST15997,1993-10-18,M
CUST15998,1993-10-19,F
CUST15999,1993-10-20,F
CUST16000,1993-10-21,F
CUST16001,1993-10-22,
CUST16002,1993-10-23,F
CUST16003,1993-10-24,F
CUST16004,1993-10-25,M
CUST16005,1993-10-26,F
CUST16006,1993-10-27,F
CUST16007,1993-10-28,M
CUST16008,1993-10-29,F
CUST16009,1993-10-30,
CUST16010,1993-10-31,M
CUST16011,1993-11-01,
CUST16012,1993-11-02,M
CUST16013,1993-11-03,F
CUST16014,1993-11-04,F
CUST16015,1993-11-05,M
CUST16016,1993-11-06,M
CUST16017,1993-11-07,F
CUST16018,1993-11-08,F
CUST16019,1993-11-09,F
CUST16020,1993-11-10,M
CUST16021,1993-11-11,M
CUST16022,1993-11-12,M
CUST16023,1993-11-13,
CUST16024,1993-11-14,F
CUST16025,1993-11-15,F
CUST16026,1993-11-16,F
CUST16027,1993-11-17,F
CUST16028,1993-11-18,F
CUST16029,1993-11-19,
CUST16030,1993-11-20,F
CUST16031,1993-11-21,M
CUST16032,1993-11-22,F
CUST16033,1993-11-23,F
CUST16034,1993-11-24,F
CUST16035,1993-11-25,F
CUST16036,1993-11-26,F
CUST16037,1993-11-27,F
CUST16038,1993-11-28,M
CUST16039,1993-11-29,M
CUST16040,1993-11-30,M
CUST16041,1993-12-01,F
CUST16042,1993-12-02,F
CUST16043,1993-12-03,M
CUST16044,1993-12-04,M
CUST16045,1993-12-05,M
CUST16046,1993-12-06,M
CUST16047,1993-12-07,M
CUST16048,1993-12-08,M
CUST16049,1993-12-09,M
CUST16050,1993-12-10,M
CUST16051,1993-12-11,M
CUST16052,1993-12-12,M
CUST16053,1993-12-13,F
CUST16054,1993-12-14,M
CUST16055,1993-12-15,M
CUST16056,1993-12-16,F
CUST16057,1993-12-17,F
CUST16058,1993-12-18,F
CUST16059,1993-12-19,M
CUST16060,1993-12-20,F
CUST16061,1993-12-21,M
CUST16062,1993-12-22,M
CUST16063,1993-12-23,F
CUST16064,1993-12-24,
CUST16065,1993-12-25,F
CUST16066,1993-12-26,M
CUST16067,1993-12-27,F
CUST16068,1993-12-28,M
CUST16069,1993-12-29,F
CUST16070,1993-12-30,M
CUST16071,1993-12-31,F
CUST16072,1994-01-01,M
CUST16073,1994-01-02,
CUST16074,1994-01-03,M
CUST16075,1994-01-04,F
CUST16076,1994-01-05,M
CUST16077,1994-01-06,F
CUST16078,1994-01-07,M
CUST16079,1994-01-08,M
CUST16080,1994-01-09,F
CUST16081,1994-01-10,F
CUST16082,1994-01-11,F
CUST16083,1994-01-12,F
CUST16084,1994-01-13,M
CUST16085,1994-01-14,F
CUST16086,1994-01-15,M
CUST16087,1994-01-16,M
CUST16088,1994-01-17,
CUST16089,1994-01-18,F
CUST16090,1994-01-19,
CUST16091,1994-01-20,F
CUST16092,1994-01-21,M
CUST16093,1994-01-22,M
CUST16094,1994-01-23,F
CUST16095,1994-01-24,F
CUST16096,1994-01-25,F
CUST16097,1994-01-26,F
CUST16098,1994-01-27,M
CUST16099,1994-01-28,F
CUST16100,1994-01-29,F
CUST16101,1994-01-30,M
CUST16102,1994-01-31,M
CUST16103,1994-02-01,F
CUST16104,1994-02-02,M
CUST16105,1994-02-03,
CUST16106,1994-02-04,F
CUST16107,1994-02-05,
CUST16108,1994-02-06,F
CUST16109,1994-02-07,M
CUST16110,1994-02-08,M
CUST16111,1994-02-09,
CUST16112,1994-02-10,M
CUST16113,1994-02-11,M
CUST16114,1994-02-12,F
CUST16115,1994-02-13,F
CUST16116,1994-02-14,M
CUST16117,1994-02-15,F
CUST16118,1994-02-16,F
CUST16119,1994-02-17,F
CUST16120,1994-02-18,M
CUST16121,1994-02-19,F
CUST16122,1994-02-20,F
CUST16123,1994-02-21,F
CUST16124,1994-02-22,M
CUST16125,1994-02-23,F
CUST16126,1994-02-24,
CUST16127,1994-02-25,F
CUST16128,1994-02-26,M
CUST16129,1994-02-27,F
CUST16130,1994-02-28,M
CUST16131,1994-03-01,M
CUST16132,1994-03-02,M
CUST16133,1994-03-03,M
CUST16134,1994-03-04,
CUST16135,1994-03-05,F
CUST16136,1994-03-06,F
CUST16137,1994-03-07,M
CUST16138,1994-03-08,F
CUST16139,1994-03-09,F
CUST16140,1994-03-10,M
CUST16141,1994-03-11,M
CUST16142,1994-03-12,F
CUST16143,1994-03-13,M
CUST16144,1994-03-14,M
CUST16145,1994-03-15,
CUST16146,1994-03-16,F
CUST16147,1994-03-17,F
CUST16148,1994-03-18,F
CUST16149,1994-03-19,M
CUST16150,1994-03-20,M
CUST16151,1994-03-21,M
CUST16152,1994-03-22,M
CUST16153,1994-03-23,F
CUST16154,1994-03-24,F
CUST16155,1994-03-25,F
CUST16156,1994-03-26,F
CUST16157,1994-03-27,M
CUST16158,1994-03-28,M
CUST16159,1994-03-29,M
CUST16160,1994-03-30,F
CUST16161,1994-03-31,F
CUST16162,1994-04-01,F
CUST16163,1994-04-02,F
CUST16164,1994-04-03,
CUST16165,1994-04-04,
CUST16166,1994-04-05,F
CUST16167,1994-04-06,
CUST16168,1994-04-07,M
CUST16169,1994-04-08,M
CUST16170,1994-04-09,M
CUST16171,1994-04-10,
CUST16172,1994-04-11,M
CUST16173,1994-04-12,M
CUST16174,1994-04-13,M
CUST16175,1994-04-14,F
CUST16176,1994-04-15,
CUST16177,1994-04-16,F
CUST16178,1994-04-17,F
CUST16179,1994-04-18,F
CUST16180,1994-04-19,M
CUST16181,1994-04-20,F
CUST16182,1994-04-21,
CUST16183,1994-04-22,F
CUST16184,1994-04-23,M
CUST16185,1994-04-24,F
CUST16186,1994-04-25,F
CUST16187,1994-04-26,F
CUST16188,1994-04-27,F
CUST16189,1994-04-28,M
CUST16190,1994-04-29,M
CUST16191,1994-04-30,M
CUST16192,1994-05-01,F
CUST16193,1994-05-02,
CUST16194,1994-05-03,M
CUST16195,1994-05-04,F
CUST16196,1994-05-05,F
CUST16197,1994-05-06,F
CUST16198,1994-05-07,F
CUST16199,1994-05-08,M
CUST16200,1994-05-09,F
CUST16201,1994-05-10,M
CUST16202,1994-05-11,M
CUST16203,1994-05-12,F
CUST16204,1994-05-13,F
CUST16205,1994-05-14,M
CUST16206,1994-05-15,M
CUST16207,1994-05-16,F
CUST16208,1994-05-17,M
CUST16209,1994-05-18,M
CUST16210,1994-05-19,F
CUST16211,1994-05-20,M
CUST16212,1994-05-21,F
CUST16213,1994-05-22,F
CUST16214,1994-05-23,F
CUST16215,1994-05-24,F
CUST16216,1994-05-25,M
CUST16217,1994-05-26,
CUST16218,1994-05-27,F
CUST16219,1994-05-28,F
CUST16220,1994-05-29,
CUST16221,1994-05-30,M
CUST16222,1994-05-31,F
CUST16223,1994-06-01,
CUST16224,1994-06-02,M
CUST16225,1994-06-03,
CUST16226,1994-06-04,F
CUST16227,1994-06-05,
CUST16228,1994-06-06,M
CUST16229,1994-06-07,M
CUST16230,1994-06-08,M
CUST16231,1994-06-09,F
CUST16232,1994-06-10,M
CUST16233,1994-06-11,F
CUST16234,1994-06-12,M
CUST16235,1994-06-13,F
CUST16236,1994-06-14,F
CUST16237,1994-06-15,F
CUST16238,1994-06-16,M
CUST16239,1994-06-17,F
CUST16240,1994-06-18,M
CUST16241,1994-06-19,
CUST16242,1994-06-20,F
CUST16243,1994-06-21,M
CUST16244,1994-06-22,F
CUST16245,1994-06-23,M
CUST16246,1994-06-24,F
CUST16247,1994-06-25,F
CUST16248,1994-06-26,M
CUST16249,1994-06-27,M
CUST16250,1994-06-28,F
CUST16251,1994-06-29,M
CUST16252,1994-06-30,
CUST16253,1994-07-01,F
CUST16254,1994-07-02,M
CUST16255,1994-07-03,M
CUST16256,1994-07-04,F
CUST16257,1994-07-05,M
CUST16258,1994-07-06,M
CUST16259,1994-07-07,F
CUST16260,1994-07-08,F
CUST16261,1994-07-09,M
CUST16262,1994-07-10,M
CUST16263,1994-07-11,F
CUST16264,1994-07-12,F
CUST16265,1994-07-13,F
CUST16266,1994-07-14,M
CUST16267,1994-07-15,F
CUST16268,1994-07-16,F
CUST16269,1994-07-17,M
CUST16270,1994-07-18,F
CUST16271,1994-07-19,F
CUST16272,1994-07-20,M
CUST16273,1994-07-21,M
CUST16274,1994-07-22,M
CUST16275,1994-07-23,M
CUST16276,1994-07-24,M
CUST16277,1994-07-25,M
CUST16278,1994-07-26,F
CUST16279,1994-07-27,M
CUST16280,1994-07-28,F
CUST16281,1994-07-29,
CUST16282,1994-07-30,M
CUST16283,1994-07-31,F
CUST16284,1994-08-01,
CUST16285,1994-08-02,F
CUST16286,1994-08-03,F
CUST16287,1994-08-04,M
CUST16288,1994-08-05,
CUST16289,1994-08-06,
CUST16290,1994-08-07,M
CUST16291,1994-08-08,F
CUST16292,1994-08-09,F
CUST16293,1994-08-10,M
CUST16294,1994-08-11,M
CUST16295,1994-08-12,F
CUST16296,1994-08-13,F
CUST16297,1994-08-14,F
CUST16298,1994-08-15,F
CUST16299,1994-08-16,M
CUST16300,1994-08-17,F
CUST16301,1994-08-18,F
CUST16302,1994-08-19,M
CUST16303,1994-08-20,M
CUST16304,1994-08-21,M
CUST16305,1994-08-22,M
CUST16306,1994-08-23,F
CUST16307,1994-08-24,
CUST16308,1994-08-25,M
CUST16309,1994-08-26,
CUST16310,1994-08-27,F
CUST16311,1994-08-28,
CUST16312,1994-08-29,F
CUST16313,1994-08-30,M
CUST16314,1994-08-31,M
CUST16315,1994-09-01,M
CUST16316,1994-09-02,F
CUST16317,1994-09-03,F
CUST16318,1994-09-04,F
CUST16319,1994-09-05,M
CUST16320,1994-09-06,M
CUST16321,1994-09-07,F
CUST16322,1994-09-08,F
CUST16323,1994-09-09,
CUST16324,1994-09-10,
CUST16325,1994-09-11,F
CUST16326,1994-09-12,F
CUST16327,1994-09-13,F
CUST16328,1994-09-14,
CUST16329,1994-09-15,F
CUST16330,1994-09-16,F
CUST16331,1994-09-17,F
CUST16332,1994-09-18,F
CUST16333,1994-09-19,M
CUST16334,1994-09-20,F
CUST16335,1994-09-21,M
CUST16336,1994-09-22,F
CUST16337,1994-09-23,F
CUST16338,1994-09-24,F
CUST16339,1994-09-25,M
CUST16340,1994-09-26,M
CUST16341,1994-09-27,F
CUST16342,1994-09-28,M
CUST16343,1994-09-29,M
CUST16344,1994-09-30,M
CUST16345,1994-10-01,F
CUST16346,1994-10-02,F
CUST16347,1994-10-03,F
CUST16348,1994-10-04,M
CUST16349,1994-10-05,F
CUST16350,1994-10-06,
CUST16351,1994-10-07,M
CUST16352,1994-10-08,F
CUST16353,1994-10-09,F
CUST16354,1994-10-10,M
CUST16355,1994-10-11,M
CUST16356,1994-10-12,M
CUST16357,1994-10-13,F
CUST16358,1994-10-14,M
CUST16359,1994-10-15,M
CUST16360,1994-10-16,F
CUST16361,1994-10-17,F
CUST16362,1994-10-18,M
CUST16363,1994-10-19,M
CUST16364,1994-10-20,F
CUST16365,1994-10-21,F
CUST16366,1994-10-22,M
CUST16367,1994-10-23,F
CUST16368,1994-10-24,F
CUST16369,1994-10-25,F
CUST16370,1994-10-26,F
CUST16371,1994-10-27,F
CUST16372,1994-10-28,M
CUST16373,1994-10-29,F
CUST16374,1994-10-30,
CUST16375,1994-10-31,F
CUST16376,1994-11-01,M
CUST16377,1994-11-02,M
CUST16378,1994-11-03,M
CUST16379,1994-11-04,F
CUST16380,1994-11-05,M
CUST16381,1994-11-06,F
CUST16382,1994-11-07,F
CUST16383,1994-11-08,M
CUST16384,1994-11-09,F
CUST16385,1994-11-10,M
CUST16386,1994-11-11,M
CUST16387,1994-11-12,F
CUST16388,1994-11-13,F
CUST16389,1994-11-14,M
CUST16390,1994-11-15,F
CUST16391,1994-11-16,M
CUST16392,1994-11-17,M
CUST16393,1994-11-18,M
CUST16394,1994-11-19,M
CUST16395,1994-11-20,M
CUST16396,1994-11-21,F
CUST16397,1994-11-22,F
CUST16398,1994-11-23,M
CUST16399,1994-11-24,M
CUST16400,1994-11-25,
CUST16401,1994-11-26,F
CUST16402,1994-11-27,
CUST16403,1994-11-28,M
CUST16404,1994-11-29,F
CUST16405,1994-11-30,M
CUST16406,1994-12-01,M
CUST16407,1994-12-02,M
CUST16408,1994-12-03,
CUST16409,1994-12-04,M
CUST16410,1994-12-05,M
CUST16411,1994-12-06,
CUST16412,1994-12-07,
CUST16413,1994-12-08,M
CUST16414,1994-12-09,M
CUST16415,1994-12-10,M
CUST16416,1994-12-11,M
CUST16417,1994-12-12,M
CUST16418,1994-12-13,F
CUST16419,1994-12-14,M
CUST16420,1994-12-15,F
CUST16421,1994-12-16,F
CUST16422,1994-12-17,F
CUST16423,1994-12-18,F
CUST16424,1994-12-19,F
CUST16425,1994-12-20,F
CUST16426,1994-12-21,F
CUST16427,1994-12-22,M
CUST16428,1994-12-23,M
CUST16429,1994-12-24,F
CUST16430,1994-12-25,M
CUST16431,1994-12-26,F
CUST16432,1994-12-27,M
CUST16433,1994-12-28,M
CUST16434,1994-12-29,F
CUST16435,1994-12-30,F
CUST16436,1994-12-31,
CUST16437,1995-01-01,F
CUST16438,1995-01-02,F
CUST16439,1995-01-03,
CUST16440,1995-01-04,M
CUST16441,1995-01-05,M
CUST16442,1995-01-06,F
CUST16443,1995-01-07,F
CUST16444,1995-01-08,F
CUST16445,1995-01-09,F
CUST16446,1995-01-10,M
CUST16447,1995-01-11,M
CUST16448,1995-01-12,M
CUST16449,1995-01-13,M
CUST16450,1995-01-14,M
CUST16451,1995-01-15,M
CUST16452,1995-01-16,M
CUST16453,1995-01-17,F
CUST16454,1995-01-18,F
CUST16455,1995-01-19,M
CUST16456,1995-01-20,M
CUST16457,1995-01-21,M
CUST16458,1995-01-22,M
CUST16459,1995-01-23,M
CUST16460,1995-01-24,F
CUST16461,1995-01-25,
CUST16462,1995-01-26,F
CUST16463,1995-01-27,M
CUST16464,1995-01-28,M
CUST16465,1995-01-29,F
CUST16466,1995-01-30,F
CUST16467,1995-01-31,M
CUST16468,1995-02-01,
CUST16469,1995-02-02,M
CUST16470,1995-02-03,
CUST16471,1995-02-04,M
CUST16472,1995-02-05,F
CUST16473,1995-02-06,M
CUST16474,1995-02-07,M
CUST16475,1995-02-08,F
CUST16476,1995-02-09,M
CUST16477,1995-02-10,F
CUST16478,1995-02-11,F
CUST16479,1995-02-12,
CUST16480,1995-02-13,M
CUST16481,1995-02-14,M
CUST16482,1995-02-15,M
CUST16483,1995-02-16,F
CUST16484,1995-02-17,F
CUST16485,1995-02-18,M
CUST16486,1995-02-19,M
CUST16487,1995-02-20,M
CUST16488,1995-02-21,M
CUST16489,1995-02-22,F
CUST16490,1995-02-23,M
CUST16491,1995-02-24,F
CUST16492,1995-02-25,F
CUST16493,1995-02-26,F
CUST16494,1995-02-27,M
CUST16495,1995-02-28,F
CUST16496,1995-03-01,F
CUST16497,1995-03-02,F
CUST16498,1995-03-03,M
CUST16499,1995-03-04,F
CUST16500,1995-03-05,M
CUST16501,1995-03-06,F
CUST16502,1995-03-07,F
CUST16503,1995-03-08,
CUST16504,1995-03-09,F
CUST16505,1995-03-10,F
CUST16506,1995-03-11,F
CUST16507,1995-03-12,
CUST16508,1995-03-13,M
CUST16509,1995-03-14,M
CUST16510,1995-03-15,
CUST16511,1995-03-16,F
CUST16512,1995-03-17,M
CUST16513,1995-03-18,F
CUST16514,1995-03-19,M
CUST16515,1995-03-20,
CUST16516,1995-03-21,F
CUST16517,1995-03-22,F
CUST16518,1995-03-23,
CUST16519,1995-03-24,M
CUST16520,1995-03-25,F
CUST16521,1995-03-26,M
CUST16522,1995-03-27,
CUST16523,1995-03-28,F
CUST16524,1995-03-29,M
CUST16525,1995-03-30,F
CUST16526,1995-03-31,F
CUST16527,1995-04-01,F
CUST16528,1995-04-02,M
CUST16529,1995-04-03,F
CUST16530,1995-04-04,M
CUST16531,1995-04-05,M
CUST16532,1995-04-06,M
CUST16533,1995-04-07,F
CUST16534,1995-04-08,M
CUST16535,1995-04-09,M
CUST16536,1995-04-10,M
CUST16537,1995-04-11,F
CUST16538,1995-04-12,M
CUST16539,1995-04-13,
CUST16540,1995-04-14,F
CUST16541,1995-04-15,F
CUST16542,1995-04-16,M
CUST16543,1995-04-17,M
CUST16544,1995-04-18,M
CUST16545,1995-04-19,F
CUST16546,1995-04-20,F
CUST16547,1995-04-21,F
CUST16548,1995-04-22,M
CUST16549,1995-04-23,F
CUST16550,1995-04-24,F
CUST16551,1995-04-25,F
CUST16552,1995-04-26,M
CUST16553,1995-04-27,M
CUST16554,1995-04-28,F
CUST16555,1995-04-29,F
CUST16556,1995-04-30,M
CUST16557,1995-05-01,F
CUST16558,1995-05-02,F
