CID,CNTRY
CUST13781,USA
CUST13782,USA
CUST13783,CAN
CUST13784,USA
CUST13785,CAN
CUST13786,USA
CUST13787,USA
CUST13788,USA
CUST13789,MEX
CUST13790,GER
CUST13791,UK
CUST13792,USA
CUST13793,CAN
CUST13794,UK
CUST13795,USA
CUST13796,UK
CUST13797,
CUST13798,UK
CUST13799,
CUST13800,USA
CUST13801,UK
CUST13802,USA
CUST13803,CAN
CUST13804,GER
CUST13805,CAN
CUST13806,MEX
CUST13807,CAN
CUST13808,USA
CUST13809,USA
CUST13810,CAN
CUST13811,USA
CUST13812,USA
CUST13813,GER
CUST13814,USA
CUST13815,USA
CUST13816,USA
CUST13817,CAN
CUST13818,UK
CUST13819,USA
CUST13820,USA
CUST13821,USA
CUST13822,MEX
CUST13823,
CUST13824,MEX
CUST13825,CAN
CUST13826,USA
CUST13827,CAN
CUST13828,CAN
CUST13829,USA
CUST13830,USA
CUST13831,USA
CUST13832,USA
CUST13833,USA
CUST13834,MEX
CUST13835,USA
CUST13836,USA
CUST13837,GER
CUST13838,USA
CUST13839,USA
CUST13840,
CUST13841,UK
CUST13842,CAN
CUST13843,USA
CUST13844,USA
CUST13845,UK
CUST13846,USA
CUST13847,CAN
CUST13848,USA
CUST13849,USA
CUST13850,USA
CUST13851,MEX
CUST13852,USA
CUST13853,
CUST13854,CAN
CUST13855,UK
CUST13856,CAN
CUST13857,USA
CUST13858,USA
CUST13859,MEX
CUST13860,MEX
CUST13861,MEX
CUST13862,UK
CUST13863,MEX
CUST13864,USA
CUST13865,USA
CUST13866,USA
CUST13867,UK
CUST13868,CAN
CUST13869,CAN
CUST13870,GER
CUST13871,GER
CUST13872,USA
CUST13873,USA
CUST13874,MEX
CUST13875,USA
CUST13876,USA
CUST13877,CAN
CUST13878,MEX
CUST13879,USA
CUST13880,USA
CUST13881,MEX
CUST13882,USA
CUST13883,UK
CUST13884,USA
CUST13885,CAN
CUST13886,UK
CUST13887,UK
CUST13888,UK
CUST13889,USA
CUST13890,CAN
CUST13891,USA
CUST13892,USA
CUST13893,CAN
CUST13894,
CUST13895,
CUST13896,CAN
CUST13897,CAN
CUST13898,USA
CUST13899,USA
CUST13900,MEX
CUST13901,USA
CUST13902,MEX
CUST13903,USA
CUST13904,CAN
CUST13905,USA
CUST13906,USA
CUST13907,
CUST13908,USA
CUST13909,UK
CUST13910,USA
CUST13911,
CUST13912,USA
CUST13913,MEX
CUST13914,USA
CUST13915,USA
CUST13916,UK
CUST13917,USA
CUST13918,
CUST13919,USA
CUST13920,USA
CUST13921,CAN
CUST13922,USA
CUST13923,CAN
CUST13924,USA
CUST13925,USA
CUST13926,MEX
CUST13927,USA
CUST13928,USA
CUST13929,USA
CUST13930,USA
CUST13931,UK
CUST13932,USA
CUST13933,UK
CUST13934,USA
CUST13935,USA
CUST13936,
CUST13937,USA
CUST13938,GER
CUST13939,USA
CUST13940,USA
CUST13941,USA
CUST13942,USA
CUST13943,CAN
CUST13944,USA
CUST13945,MEX
CUST13946,UK
CUST13947,USA
CUST13948,UK
CUST13949,USA
CUST13950,USA
CUST13951,USA
CUST13952,USA
CUST13953,USA
CUST13954,CAN
CUST13955,UK
CUST13956,USA
CUST13957,UK
CUST13958,
CUST13959,USA
CUST13960,USA
CUST13961,USA
CUST13962,USA
CUST13963,USA
CUST13964,USA
CUST13965,USA
CUST13966,USA
CUST13967,USA
CUST13968,CAN
CUST13969,USA
CUST13970,
CUST13971,MEX
CUST13972,UK
CUST13973,USA
CUST13974,CAN
CUST13975,
CUST13976,CAN
CUST13977,CAN
CUST13978,USA
CUST13979,MEX
CUST13980,USA
CUST13981,USA
CUST13982,USA
CUST13983,USA
CUST13984,USA
CUST13985,USA
CUST13986,GER
CUST13987,
CUST13988,USA
CUST13989,USA
CUST13990,USA
CUST13991,USA
CUST13992,USA
CUST13993,USA
CUST13994,CAN
CUST13995,USA
CUST13996,CAN
CUST13997,UK
CUST13998,UK
CUST13999,USA
CUST14000,USA
CUST14001,CAN
CUST14002,USA
CUST14003,USA
CUST14004,UK
CUST14005,USA
CUST14006,USA
CUST14007,USA
CUST14008,USA
CUST14009,USA
CUST14010,USA
CUST14011,USA
CUST14012,
CUST14013,USA
CUST14014,CAN
CUST14015,CAN
CUST14016,CAN
CUST14017,USA
CUST14018,CAN
CUST14019,MEX
CUST14020,USA
CUST14021,USA
CUST14022,GER
CUST14023,CAN
CUST14024,USA
CUST14025,USA
CUST14026,USA
CUST14027,USA
CUST14028,MEX
CUST14029,MEX
CUST14030,USA
CUST14031,MEX
CUST14032,USA
CUST14033,UK
CUST14034,CAN
CUST14035,USA
CUST14036,CAN
CUST14037,USA
CUST14038,USA
CUST14039,USA
CUST14040,USA
CUST14041,
CUST14042,USA
CUST14043,USA
CUST14044,UK
CUST14045,MEX
CUST14046,MEX
CUST14047,USA
CUST14048,USA
CUST14049,CAN
CUST14050,UK
CUST14051,CAN
CUST14052,CAN
CUST14053,USA
CUST14054,MEX
CUST14055,USA
CUST14056,MEX
CUST14057,CAN
CUST14058,USA
CUST14059,USA
CUST14060,CAN
CUST14061,MEX
CUST14062,USA
CUST14063,USA
CUST14064,USA
CUST14065,UK
CUST14066,USA
CUST14067,CAN
CUST14068,USA
CUST14069,CAN
CUST14070,CAN
CUST14071,UK
CUST14072,USA
CUST14073,USA
CUST14074,UK
CUST14075,MEX
CUST14076,UK
CUST14077,USA
CUST14078,GER
CUST14079,USA
CUST14080,
CUST14081,USA
CUST14082,CAN
CUST14083,USA
CUST14084,USA
CUST14085,USA
CUST14086,USA
CUST14087,CAN
CUST14088,UK
CUST14089,USA
CUST14090,CAN
CUST14091,MEX
CUST14092,USA
CUST14093,CAN
CUST14094,USA
CUST14095,CAN
CUST14096,USA
CUST14097,CAN
CUST14098,USA
CUST14099,USA
CUST14100,UK
CUST14101,USA
CUST14102,MEX
CUST14103,CAN
CUST14104,MEX
CUST14105,MEX
CUST14106,USA
CUST14107,USA
CUST14108,CAN
CUST14109,CAN
CUST14110,
CUST14111,CAN
CUST14112,USA
CUST14113,USA
CUST14114,MEX
CUST14115,USA
CUST14116,
CUST14117,USA
CUST14118,CAN
CUST14119,UK
CUST14120,CAN
CUST14121,USA
CUST14122,USA
CUST14123,USA
CUST14124,USA
CUST14125,USA
CUST14126,USA
CUST14127,USA
CUST14128,GER
CUST14129,USA
CUST14130,MEX
CUST14131,CAN
CUST14132,USA
CUST14133,UK
CUST14134,USA
CUST14135,USA
CUST14136,USA
CUST14137,MEX
CUST14138,UK
CUST14139,USA
CUST14140,USA
CUST14141,CAN
CUST14142,USA
CUST14143,CAN
CUST14144,MEX
CUST14145,CAN
CUST14146,UK
CUST14147,USA
CUST14148,CAN
CUST14149,USA
CUST14150,UK
CUST14151,
CUST14152,GER
CUST14153,CAN
CUST14154,
CUST14155,USA
CUST14156,CAN
CUST14157,UK
CUST14158,USA
CUST14159,USA
CUST14160,USA
CUST14161,USA
CUST14162,USA
CUST14163,
CUST14164,USA
CUST14165,USA
CUST14166,USA
CUST14167,CAN
CUST14168,USA
CUST14169,USA
CUST14170,MEX
CUST14171,CAN
CUST14172,USA
CUST14173,CAN
CUST14174,USA
CUST14175,USA
CUST14176,USA
CUST14177,GER
CUST14178,GER
CUST14179,CAN
CUST14180,UK
CUST14181,USA
CUST14182,USA
CUST14183,UK
CUST14184,USA
CUST14185,
CUST14186,USA
CUST14187,CAN
CUST14188,UK
CUST14189,USA
CUST14190,USA
CUST14191,USA
CUST14192,CAN
CUST14193,USA
CUST14194,
CUST14195,USA
CUST14196,CAN
CUST14197,USA
CUST14198,USA
CUST14199,CAN
CUST14200,USA
CUST14201,USA
CUST14202,CAN
CUST14203,USA
CUST14204,CAN
CUST14205,MEX
CUST14206,USA
CUST14207,MEX
CUST14208,USA
CUST14209,CAN
CUST14210,USA
CUST14211,CAN
CUST14212,CAN
CUST14213,CAN
CUST14214,UK
CUST14215,USA
CUST14216,USA
CUST14217,UK
CUST14218,USA
CUST14219,CAN
CUST14220,USA
CUST14221,USA
CUST14222,UK
CUST14223,UK
CUST14224,CAN
CUST14225,USA
CUST14226,USA
CUST14227,MEX
CUST14228,USA
CUST14229,GER
CUST14230,USA
CUST14231,CAN
CUST14232,GER
CUST14233,CAN
CUST14234,MEX
CUST14235,CAN
CUST14236,USA
CUST14237,
CUST14238,USA
CUST14239,UK
CUST14240,USA
CUST14241,USA
CUST14242,USA
CUST14243,USA
CUST14244,MEX
CUST14245,CAN
CUST14246,GER
CUST14247,USA
CUST14248,GER
CUST14249,CAN
CUST14250,GER
CUST14251,USA
CUST14252,USA
CUST14253,CAN
CUST14254,MEX
CUST14255,USA
CUST14256,UK
CUST14257,USA
CUST14258,USA
CUST14259,USA
CUST14260,UK
CUST14261,CAN
CUST14262,USA
CUST14263,USA
CUST14264,MEX
CUST14265,USA
CUST14266,MEX
CUST14267,USA
CUST14268,USA
CUST14269,GER
CUST14270,UK
CUST14271,GER
CUST14272,USA
CUST14273,USA
CUST14274,USA
CUST14275,USA
CUST14276,USA
CUST14277,USA
CUST14278,USA
CUST14279,CAN
CUST14280,USA
CUST14281,USA
CUST14282,GER
CUST14283,USA
CUST14284,CAN
CUST14285,MEX
CUST14286,USA
CUST14287,CAN
CUST14288,USA
CUST14289,USA
CUST14290,MEX
CUST14291,USA
CUST14292,USA
CUST14293,USA
CUST14294,USA
CUST14295,USA
CUST14296,CAN
CUST14297,USA
CUST14298,
CUST14299,USA
CUST14300,USA
CUST14301,UK
CUST14302,CAN
CUST14303,USA
CUST14304,GER
CUST14305,USA
CUST14306,USA
CUST14307,UK
CUST14308,MEX
CUST14309,USA
CUST14310,USA
CUST14311,USA
CUST14312,USA
CUST14313,
CUST14314,USA
CUST14315,UK
CUST14316,USA
CUST14317,MEX
CUST14318,USA
CUST14319,USA
CUST14320,CAN
CUST14321,USA
CUST14322,USA
CUST14323,USA
CUST14324,CAN
CUST14325,USA
CUST14326,USA
CUST14327,CAN
CUST14328,GER
CUST14329,USA
CUST14330,CAN
CUST14331,USA
CUST14332,UK
CUST14333,
CUST14334,GER
CUST14335,USA
CUST14336,USA
CUST14337,GER
CUST14338,MEX
CUST14339,USA
CUST14340,USA
CUST14341,USA
CUST14342,
CUST14343,USA
CUST14344,GER
CUST14345,CAN
CUST14346,MEX
CUST14347,CAN
CUST14348,USA
CUST14349,USA
CUST14350,USA
CUST14351,CAN
CUST14352,UK
CUST14353,USA
CUST14354,USA
CUST14355,CAN
CUST14356,USA
CUST14357,CAN
CUST14358,CAN
CUST14359,CAN
CUST14360,CAN
CUST14361,USA
CUST14362,USA
CUST14363,UK
CUST14364,USA
CUST14365,USA
CUST14366,CAN
CUST14367,USA
CUST14368,MEX
CUST14369,USA
CUST14370,USA
CUST14371,USA
CUST14372,CAN
CUST14373,USA
CUST14374,CAN
CUST14375,UK
CUST14376,USA
CUST14377,USA
CUST14378,USA
CUST14379,USA
CUST14380,CAN
CUST14381,USA
CUST14382,USA
CUST14383,USA
CUST14384,USA
CUST14385,CAN
CUST14386,USA
CUST14387,USA
CUST14388,USA
CUST14389,USA
CUST14390,CAN
CUST14391,USA
CUST14392,USA
CUST14393,USA
CUST14394,MEX
CUST14395,USA
CUST14396,MEX
CUST14397,USA
CUST14398,USA
CUST14399,GER
CUST14400,USA
CUST14401,CAN
CUST14402,UK
CUST14403,USA
CUST14404,CAN
CUST14405,UK
CUST14406,USA
CUST14407,MEX
CUST14408,USA
CUST14409,USA
CUST14410,USA
CUST14411,GER
CUST14412,MEX
CUST14413,CAN
CUST14414,USA
CUST14415,USA
CUST14416,USA
CUST14417,USA
CUST14418,USA
CUST14419,CAN
CUST14420,CAN
CUST14421,USA
CUST14422,GER
CUST14423,CAN
CUST14424,CAN
CUST14425,USA
CUST14426,MEX
CUST14427,USA
CUST14428,CAN
CUST14429,USA
CUST14430,GER
CUST14431,USA
CUST14432,CAN
CUST14433,USA
CUST14434,UK
CUST14435,UK
CUST14436,MEX
CUST14437,GER
CUST14438,USA
CUST14439,USA
CUST14440,GER
CUST14441,USA
CUST14442,USA
CUST14443,USA
CUST14444,USA
CUST14445,
CUST14446,USA
CUST14447,USA
CUST14448,CAN
CUST14449,USA
CUST14450,USA
CUST14451,CAN
CUST14452,USA
CUST14453,USA
CUST14454,UK
CUST14455,CAN
CUST14456,USA
CUST14457,MEX
CUST14458,CAN
CUST14459,USA
CUST14460,USA
CUST14461,MEX
CUST14462,CAN
CUST14463,USA
CUST14464,UK
CUST14465,MEX
CUST14466,USA
CUST14467,USA
CUST14468,CAN
CUST14469,CAN
CUST14470,USA
CUST14471,USA
CUST14472,USA
CUST14473,USA
CUST14474,
CUST14475,USA
CUST14476,CAN
CUST14477,USA
CUST14478,USA
CUST14479,MEX
CUST14480,CAN
CUST14481,USA
CUST14482,USA
CUST14483,MEX
CUST14484,CAN
CUST14485,CAN
CUST14486,USA
CUST14487,USA
CUST14488,USA
CUST14489,
CUST14490,USA
CUST14491,CAN
CUST14492,CAN
CUST14493,CAN
CUST14494,USA
CUST14495,MEX
CUST14496,
CUST14497,USA
CUST14498,
CUST14499,CAN
CUST14500,UK
CUST14501,USA
CUST14502,USA
CUST14503,USA
CUST14504,USA
CUST14505,USA
CUST14506,CAN
CUST14507,USA
CUST14508,CAN
CUST14509,UK
CUST14510,USA
CUST14511,CAN
CUST14512,UK
CUST14513,USA
CUST14514,USA
CUST14515,UK
CUST14516,MEX
CUST14517,GER
CUST14518,CAN
CUST14519,UK
CUST14520,USA
CUST14521,USA
CUST14522,USA
CUST14523,USA
CUST14524,USA
CUST14525,CAN
CUST14526,USA
CUST14527,
CUST14528,CAN
CUST14529,CAN
CUST14530,CAN
CUST14531,USA
CUST14532,MEX
CUST14533,USA
CUST14534,CAN
CUST14535,USA
CUST14536,USA
CUST14537,CAN
CUST14538,GER
CUST14539,USA
CUST14540,USA
CUST14541,MEX
CUST14542,USA
CUST14543,UK
CUST14544,USA
CUST14545,USA
CUST14546,USA
CUST14547,MEX
CUST14548,USA
CUST14549,CAN
CUST14550,USA
CUST14551,USA
CUST14552,USA
CUST14553,USA
CUST14554,USA
CUST14555,USA
CUST14556,CAN
CUST14557,USA
CUST14558,MEX
CUST14559,CAN
CUST14560,MEX
CUST14561,CAN
CUST14562,USA
CUST14563,USA
CUST14564,CAN
CUST14565,
CUST14566,USA
CUST14567,USA
CUST14568,USA
CUST14569,USA
CUST14570,USA
CUST14571,USA
CUST14572,USA
CUST14573,USA
CUST14574,
CUST14575,UK
CUST14576,USA
CUST14577,UK
CUST14578,CAN
CUST14579,CAN
CUST14580,USA
CUST14581,
CUST14582,USA
CUST14583,
CUST14584,UK
CUST14585,GER
CUST14586,USA
CUST14587,USA
CUST14588,UK
CUST14589,CAN
CUST14590,USA
CUST14591,CAN
CUST14592,USA
CUST14593,MEX
CUST14594,UK
CUST14595,GER
CUST14596,USA
CUST14597,UK
CUST14598,USA
CUST14599,UK
CUST14600,USA
CUST14601,USA
CUST14602,CAN
CUST14603,GER
CUST14604,UK
CUST14605,UK
CUST14606,USA
CUST14607,USA
CUST14608,UK
CUST14609,CAN
CUST14610,USA
CUST14611,USA
CUST14612,
CUST14613,USA
CUST14614,USA
CUST14615,USA
CUST14616,USA
CUST14617,USA
CUST14618,USA
CUST14619,GER
CUST14620,
CUST14621,CAN
CUST14622,UK
CUST14623,USA
CUST14624,USA
CUST14625,CAN
CUST14626,UK
CUST14627,CAN
CUST14628,MEX
CUST14629,USA
CUST14630,GER
CUST14631,MEX
CUST14632,MEX
CUST14633,USA
CUST14634,CAN
CUST14635,CAN
CUST14636,MEX
CUST14637,GER
CUST14638,USA
CUST14639,USA
CUST14640,USA
CUST14641,
CUST14642,USA
CUST14643,UK
CUST14644,USA
CUST14645,UK
CUST14646,USA
CUST14647,UK
CUST14648,USA
CUST14649,USA
CUST14650,UK
CUST14651,USA
CUST14652,USA
CUST14653,MEX
CUST14654,CAN
CUST14655,USA
CUST14656,UK
CUST14657,
CUST14658,UK
CUST14659,
CUST14660,
CUST14661,CAN
CUST14662,USA
CUST14663,USA
CUST14664,MEX
CUST14665,USA
CUST14666,UK
CUST14667,
CUST14668,CAN
CUST14669,GER
CUST14670,USA
CUST14671,CAN
CUST14672,USA
CUST14673,USA
CUST14674,USA
CUST14675,USA
CUST14676,USA
CUST14677,USA
CUST14678,MEX
CUST14679,UK
CUST14680,USA
CUST14681,USA
CUST14682,USA
CUST14683,UK
CUST14684,USA
CUST14685,
CUST14686,CAN
CUST14687,USA
CUST14688,CAN
CUST14689,USA
CUST14690,USA
CUST14691,UK
CUST14692,USA
CUST14693,USA
CUST14694,CAN
CUST14695,USA
CUST14696,USA
CUST14697,USA
CUST14698,USA
CUST14699,CAN
CUST14700,USA
CUST14701,USA
CUST14702,
CUST14703,MEX
CUST14704,USA
CUST14705,CAN
CUST14706,USA
CUST14707,USA
CUST14708,USA
CUST14709,USA
CUST14710,USA
CUST14711,USA
CUST14712,UK
CUST14713,MEX
CUST14714,MEX
CUST14715,MEX
CUST14716,USA
CUST14717,USA
CUST14718,USA
CUST14719,USA
CUST14720,UK
CUST14721,USA
CUST14722,MEX
CUST14723,USA
CUST14724,USA
CUST14725,USA
CUST14726,USA
CUST14727,USA
CUST14728,USA
CUST14729,CAN
CUST14730,MEX
CUST14731,USA
CUST14732,USA
CUST14733,GER
CUST14734,MEX
CUST14735,USA
CUST14736,UK
CUST14737,USA
CUST14738,USA
CUST14739,MEX
CUST14740,USA
CUST14741,CAN
CUST14742,USA
CUST14743,USA
CUST14744,
CUST14745,USA
CUST14746,USA
CUST14747,USA
CUST14748,USA
CUST14749,USA
CUST14750,USA
CUST14751,USA
CUST14752,USA
CUST14753,USA
CUST14754,USA
CUST14755,USA
CUST14756,USA
CUST14757,UK
CUST14758,
CUST14759,USA
CUST14760,
CUST14761,MEX
CUST14762,USA
CUST14763,USA
CUST14764,USA
CUST14765,UK
CUST14766,USA
CUST14767,GER
CUST14768,USA
CUST14769,USA
CUST14770,USA
CUST14771,CAN
CUST14772,USA
CUST14773,MEX
CUST14774,CAN
CUST14775,GER
CUST14776,CAN
CUST14777,USA
CUST14778,USA
CUST14779,CAN
CUST14780,MEX
CUST14781,CAN
CUST14782,USA
CUST14783,MEX
CUST14784,USA
CUST14785,MEX
CUST14786,USA
CUST14787,USA
CUST14788,USA
CUST14789,USA
CUST14790,CAN
CUST14791,GER
CUST14792,USA
CUST14793,USA
CUST14794,USA
CUST14795,CAN
CUST14796,UK
CUST14797,UK
CUST14798,UK
CUST14799,MEX
CUST14800,USA
CUST14801,MEX
CUST14802,UK
CUST14803,MEX
CUST14804,USA
CUST14805,USA
CUST14806,USA
CUST14807,CAN
CUST14808,GER
CUST14809,UK
CUST14810,USA
CUST14811,GER
CUST14812,GER
CUST14813,USA
CUST14814,CAN
CUST14815,CAN
CUST14816,USA
CUST14817,MEX
CUST14818,USA
CUST14819,USA
CUST14820,USA
CUST14821,USA
CUST14822,USA
CUST14823,USA
CUST14824,USA
CUST14825,USA
CUST14826,USA
CUST14827,USA
CUST14828,CAN
CUST14829,MEX
CUST14830,CAN
CUST14831,USA
CUST14832,USA
CUST14833,USA
CUST14834,CAN
CUST14835,USA
CUST14836,USA
CUST14837,CAN
CUST14838,USA
CUST14839,USA
CUST14840,GER
CUST14841,USA
CUST14842,USA
CUST14843,USA
CUST14844,MEX
CUST14845,GER
CUST14846,USA
CUST14847,USA
CUST14848,USA
CUST14849,USA
CUST14850,USA
CUST14851,USA
CUST14852,MEX
CUST14853,USA
CUST14854,USA
CUST14855,MEX
CUST14856,
CUST14857,USA
CUST14858,USA
CUST14859,UK
CUST14860,CAN
CUST14861,GER
CUST14862,UK
CUST14863,USA
CUST14864,USA
CUST14865,CAN
CUST14866,USA
CUST14867,USA
CUST14868,UK
CUST14869,GER
CUST14870,USA
CUST14871,USA
CUST14872,USA
CUST14873,USA
CUST14874,USA
CUST14875,MEX
CUST14876,USA
CUST14877,USA
CUST14878,MEX
CUST14879,USA
CUST14880,UK
CUST14881,UK
CUST14882,MEX
CUST14883,USA
CUST14884,USA
CUST14885,GER
CUST14886,USA
CUST14887,USA
CUST14888,USA
CUST14889,USA
CUST14890,GER
CUST14891,USA
CUST14892,MEX
CUST14893,USA
CUST14894,UK
CUST14895,
CUST14896,USA
CUST14897,USA
CUST14898,CAN
CUST14899,USA
CUST14900,CAN
CUST14901,USA
CUST14902,
CUST14903,USA
CUST14904,USA
CUST14905,MEX
CUST14906,USA
CUST14907,CAN
CUST14908,USA
CUST14909,USA
CUST14910,USA
CUST14911,USA
CUST14912,CAN
CUST14913,GER
CUST14914,USA
CUST14915,USA
CUST14916,GER
CUST14917,USA
CUST14918,UK
CUST14919,CAN
CUST14920,USA
CUST14921,MEX
CUST14922,USA
CUST14923,USA
CUST14924,MEX
CUST14925,USA
CUST14926,USA
CUST14927,USA
CUST14928,
CUST14929,USA
CUST14930,
CUST14931,CAN
CUST14932,USA
CUST14933,UK
CUST14934,CAN
CUST14935,USA
CUST14936,CAN
CUST14937,USA
CUST14938,USA
CUST14939,USA
CUST14940,CAN
CUST14941,
CUST14942,USA
CUST14943,USA
CUST14944,UK
CUST14945,MEX
CUST14946,
CUST14947,USA
CUST14948,GER
CUST14949,UK
CUST14950,MEX
CUST14951,CAN
CUST14952,MEX
CUST14953,UK
CUST14954,MEX
CUST14955,UK
CUST14956,USA
CUST14957,MEX
CUST14958,MEX
CUST14959,USA
CUST14960,USA
CUST14961,USA
CUST14962,USA
CUST14963,CAN
CUST14964,USA
CUST14965,USA
CUST14966,USA
CUST14967,USA
CUST14968,USA
CUST14969,CAN
CUST14970,USA
CUST14971,USA
CUST14972,USA
CUST14973,GER
CUST14974,USA
CUST14975,USA
CUST14976,GER
CUST14977,CAN
CUST14978,MEX
CUST14979,USA
CUST14980,CAN
CUST14981,USA
CUST14982,USA
CUST14983,CAN
CUST14984,USA
CUST14985,USA
CUST14986,USA
CUST14987,CAN
CUST14988,CAN
CUST14989,USA
CUST14990,USA
CUST14991,USA
CUST14992,CAN
CUST14993,CAN
CUST14994,USA
CUST14995,MEX
CUST14996,USA
CUST14997,USA
CUST14998,CAN
CUST14999,GER
CUST15000,USA
CUST15001,USA
CUST15002,
CUST15003,USA
CUST15004,CAN
CUST15005,USA
CUST15006,USA
CUST15007,USA
CUST15008,CAN
CUST15009,UK
CUST15010,CAN
CUST15011,USA
CUST15012,CAN
CUST15013,CAN
CUST15014,UK
CUST15015,USA
CUST15016,USA
CUST15017,USA
CUST15018,USA
CUST15019,UK
CUST15020,CAN
CUST15021,CAN
CUST15022,USA
CUST15023,USA
CUST15024,USA
CUST15025,USA
CUST15026,CAN
CUST15027,USA
CUST15028,USA
CUST15029,CAN
CUST15030,USA
CUST15031,USA
CUST15032,USA
CUST15033,MEX
CUST15034,USA
CUST15035,USA
CUST15036,USA
CUST15037,UK
CUST15038,
CUST15039,USA
CUST15040,USA
CUST15041,USA
CUST15042,USA
CUST15043,MEX
CUST15044,USA
CUST15045,CAN
CUST15046,UK
CUST15047,UK
CUST15048,USA
CUST15049,GER
CUST15050,UK
CUST15051,USA
CUST15052,USA
CUST15053,USA
CUST15054,USA
CUST15055,UK
CUST15056,
CUST15057,MEX
CUST15058,GER
CUST15059,UK
CUST15060,CAN
CUST15061,UK
CUST15062,GER
CUST15063,UK
CUST15064,USA
CUST15065,USA
CUST15066,MEX
CUST15067,USA
CUST15068,CAN
CUST15069,CAN
CUST15070,USA
CUST15071,USA
CUST15072,CAN
CUST15073,CAN
CUST15074,
CUST15075,CAN
CUST15076,USA
CUST15077,USA
CUST15078,GER
CUST15079,USA
CUST15080,UK
CUST15081,USA
CUST15082,UK
CUST15083,USA
CUST15084,CAN
CUST15085,USA
CUST15086,CAN
CUST15087,USA
CUST15088,USA
CUST15089,GER
CUST15090,USA
CUST15091,USA
CUST15092,CAN
CUST15093,CAN
CUST15094,USA
CUST15095,USA
CUST15096,
CUST15097,CAN
CUST15098,USA
CUST15099,CAN
CUST15100,USA
CUST15101,CAN
CUST15102,USA
CUST15103,GER
CUST15104,CAN
CUST15105,USA
CUST15106,USA
CUST15107,USA
CUST15108,USA
CUST15109,USA
CUST15110,USA
CUST15111,USA
CUST15112,USA
CUST15113,MEX
CUST15114,USA
CUST15115,USA
CUST15116,USA
CUST15117,
CUST15118,USA
CUST15119,UK
CUST15120,USA
CUST15121,CAN
CUST15122,USA
CUST15123,MEX
CUST15124,USA
CUST15125,CAN
CUST15126,
CUST15127,
CUST15128,CAN
CUST15129,USA
CUST15130,USA
CUST15131,
CUST15132,USA
CUST15133,UK
CUST15134,
CUST15135,UK
CUST15136,CAN
CUST15137,USA
CUST15138,UK
CUST15139,UK
CUST15140,GER
CUST15141,UK
CUST15142,USA
CUST15143,UK
CUST15144,USA
CUST15145,USA
CUST15146,USA
CUST15147,USA
CUST15148,USA
CUST15149,UK
CUST15150,USA
CUST15151,CAN
CUST15152,
CUST15153,GER
CUST15154,USA
CUST15155,USA
CUST15156,UK
CUST15157,UK
CUST15158,CAN
CUST15159,CAN
CUST15160,USA
CUST15161,CAN
CUST15162,
CUST15163,USA
CUST15164,CAN
CUST15165,UK
CUST15166,MEX
CUST15167,USA
CUST15168,CAN
CUST15169,MEX
CUST15170,USA
CUST15171,UK
CUST15172,MEX
CUST15173,CAN
CUST15174,UK
CUST15175,CAN
CUST15176,CAN
CUST15177,MEX
CUST15178,USA
CUST15179,CAN
CUST15180,USA
CUST15181,CAN
CUST15182,UK
CUST15183,CAN
CUST15184,USA
CUST15185,CAN
CUST15186,USA
CUST15187,GER
CUST15188,MEX
CUST15189,UK
CUST15190,CAN
CUST15191,USA
CUST15192,USA
CUST15193,CAN
CUST15194,MEX
CUST15195,USA
CUST15196,USA
CUST15197,USA
CUST15198,UK
CUST15199,CAN
CUST15200,MEX
CUST15201,
CUST15202,GER
CUST15203,UK
CUST15204,USA
CUST15205,MEX
CUST15206,CAN
CUST15207,CAN
CUST15208,USA
CUST15209,CAN
CUST15210,USA
CUST15211,MEX
CUST15212,CAN
CUST15213,
CUST15214,
CUST15215,CAN
CUST15216,CAN
CUST15217,UK
CUST15218,USA
CUST15219,GER
CUST15220,MEX
CUST15221,USA
CUST15222,USA
CUST15223,GER
CUST15224,USA
CUST15225,MEX
CUST15226,
CUST15227,USA
CUST15228,GER
CUST15229,CAN
CUST15230,UK
CUST15231,MEX
CUST15232,USA
CUST15233,
CUST15234,CAN
CUST15235,MEX
CUST15236,USA
CUST15237,USA
CUST15238,GER
CUST15239,UK
CUST15240,USA
CUST15241,USA
CUST15242,USA
CUST15243,USA
CUST15244,USA
CUST15245,USA
CUST15246,USA
CUST15247,CAN
CUST15248,USA
CUST15249,USA
CUST15250,CAN
CUST15251,USA
CUST15252,UK
CUST15253,CAN
CUST15254,GER
CUST15255,GER
CUST15256,MEX
CUST15257,GER
CUST15258,USA
CUST15259,MEX
CUST15260,MEX
CUST15261,USA
CUST15262,UK
CUST15263,CAN
CUST15264,USA
CUST15265,USA
CUST15266,UK
CUST15267,MEX
CUST15268,CAN
CUST15269,MEX
CUST15270,USA
CUST15271,CAN
CUST15272,CAN
CUST15273,USA
CUST15274,USA
CUST15275,CAN
CUST15276,UK
CUST15277,USA
CUST15278,MEX
CUST15279,USA
CUST15280,CAN
CUST15281,UK
CUST15282,CAN
CUST15283,USA
CUST15284,CAN
CUST15285,USA
CUST15286,UK
CUST15287,
CUST15288,CAN
CUST15289,CAN
CUST15290,CAN
CUST15291,USA
CUST15292,USA
CUST15293,USA
CUST15294,
CUST15295,CAN
CUST15296,USA
CUST15297,CAN
CUST15298,USA
CUST15299,CAN
CUST15300,CAN
CUST15301,USA
CUST15302,USA
CUST15303,USA
CUST15304,MEX
